CustomerID,City,OnlineCommunication,AutomaticRefill,DoorstepDelivery,PreferredDeliveryDay,OrderQuantity,EmailType,MailOpened,MailClicked,CustomMails,CustomMail_Open,CustomMail_No,MailClicked_Open,MailClicked_No,MonthOfRegistration,MonthOfemail,YearOfRegistration,YearOfemail,Date_of_Registration,Date_of_email,RetentionPotential
C14882,CITY2,0,0,0,Monday,15,WelcomeEmail,yes,NotApplicable,51,1,50,0,51,5,5,2017,2017,20,20,Low
C14885,CITY1,1,0,0,Tuesday,40,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,21,21,Medium
C14886,CITY4,0,0,0,Thursday,3614,WelcomeEmail,yes,NotApplicable,48,3,45,2,46,7,7,2011,2011,27,27,Low
C14917,CITY4,0,0,0,Friday,149,WelcomeEmail,yes,NotApplicable,45,3,42,1,44,5,5,2012,2012,25,25,Low
C14929,CITY4,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,32,1,31,0,32,10,10,2013,2013,27,27,Low
C14933,CITY2,0,0,0,Friday,454,WelcomeEmail,yes,NotApplicable,21,1,20,0,21,11,11,2013,2013,11,11,Low
C14949,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,9,9,Low
C14953,CITY1,0,0,0,Saturday,539,WelcomeEmail,yes,NotApplicable,50,19,31,8,42,5,5,2013,2013,10,10,Medium
C14955,CITY3,1,0,0,Wednesday,35,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2018,2018,10,10,Medium
C14982,CITY1,1,0,0,Thursday,38,WelcomeEmail,yes,NotApplicable,20,3,17,1,19,10,10,2013,2013,31,31,Medium
C14985,CITY2,0,0,0,Wednesday,1142,WelcomeEmail,yes,NotApplicable,45,8,37,0,45,7,7,2011,2011,25,25,Low
C14990,CITY1,1,0,0,Tuesday,52,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2017,2017,17,17,Medium
C14995,CITY4,1,0,0,Wednesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,20,20,Low
C14997,CITY4,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,29,7,22,2,27,11,11,2013,2013,12,12,Low
C15003,CITY3,1,0,0,Saturday,53,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2017,2017,16,16,Medium
C15008,CITY2,0,0,0,Tuesday,52,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2015,2015,27,27,Low
C15016,CITY2,0,0,0,Wednesday,69,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,5,5,2010,2010,4,4,Low
C15019,CITY4,0,0,0,Monday,266,WelcomeEmail,yes,NotApplicable,48,4,44,0,48,3,3,2017,2017,4,4,Low
C15023,CITY3,1,1,1,Monday,40,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2017,2017,29,29,Low
C15032,CITY4,1,1,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,6,6,Low
C15033,CITY4,1,0,1,Friday,9248,WelcomeEmail,yes,NotApplicable,57,2,55,1,56,9,9,2011,2011,14,14,Low
C15035,CITY2,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,7,7,Low
C15044,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,26,26,Low
C15051,CITY2,0,0,0,Tuesday,46,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2009,2009,13,13,Low
C15057,CITY4,1,0,0,Monday,66,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,12,12,Low
C15060,CITY4,1,0,0,Friday,106,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,21,21,Low
C15069,CITY3,0,0,0,Wednesday,184,WelcomeEmail,yes,NotApplicable,46,10,36,1,45,8,8,2016,2016,29,29,Medium
C15074,CITY4,1,0,0,Monday,132,WelcomeEmail,yes,NotApplicable,36,7,29,5,31,11,11,2013,2013,10,10,Low
C15078,CITY4,0,0,0,Thursday,94,WelcomeEmail,yes,NotApplicable,47,5,42,5,42,8,8,2010,2010,7,7,Low
C15084,CITY3,1,0,0,Tuesday,93,WelcomeEmail,yes,NotApplicable,34,11,23,3,31,10,10,2013,2013,5,5,Medium
C15085,CITY4,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2017,2017,15,15,Low
C15087,CITY1,1,0,0,Saturday,66,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,2,2,2013,2013,13,13,Medium
C15102,CITY2,1,0,0,Wednesday,239,WelcomeEmail,yes,NotApplicable,17,7,10,2,15,4,4,2010,2010,10,10,Low
C15108,CITY4,0,0,0,Friday,133,WelcomeEmail,yes,NotApplicable,45,3,42,0,45,3,3,2011,2011,15,15,Low
C15110,CITY4,1,1,0,Wednesday,920,WelcomeEmail,yes,NotApplicable,44,30,14,5,39,4,4,2013,2013,4,4,Low
C15116,CITY2,0,0,0,Thursday,28,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,6,6,2010,2010,19,19,Low
C15119,CITY4,1,0,0,Tuesday,51,WelcomeEmail,yes,NotApplicable,45,3,42,0,45,5,5,2013,2013,25,25,Low
C15122,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,12,12,Low
C15123,CITY2,0,0,0,Thursday,206,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,7,7,2012,2012,13,13,Low
C15127,CITY4,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,11,11,Low
C15139,CITY2,0,1,0,Wednesday,1216,WelcomeEmail,yes,NotApplicable,46,15,31,6,40,11,11,2011,2011,11,11,Low
C15140,CITY4,1,0,0,Tuesday,56,WelcomeEmail,yes,NotApplicable,43,5,38,1,42,7,7,2013,2013,17,17,Low
C15147,CITY3,1,0,0,Wednesday,38,WelcomeEmail,yes,NotApplicable,45,2,43,0,45,6,6,2013,2013,3,3,Medium
C15150,CITY1,1,0,0,Tuesday,82,WelcomeEmail,yes,NotApplicable,40,7,33,1,39,9,9,2013,2013,26,26,Medium
C15151,CITY3,0,0,0,Sunday,57,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2012,2012,4,4,Medium
C15157,CITY4,0,0,0,Thursday,122,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,6,6,2011,2011,24,24,Low
C15161,CITY2,1,0,0,Monday,27,WelcomeEmail,yes,NotApplicable,52,19,33,0,52,9,9,2013,2013,14,14,Low
C15163,CITY4,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2017,2017,10,10,Low
C15181,CITY4,1,0,0,Thursday,51,WelcomeEmail,yes,NotApplicable,16,0,16,0,16,5,5,2015,2015,14,14,Low
C15183,CITY1,1,0,0,Saturday,58,WelcomeEmail,yes,NotApplicable,31,4,27,0,31,10,10,2013,2013,14,14,Medium
C15192,CITY3,0,0,0,Thursday,28,WelcomeEmail,yes,NotApplicable,33,24,9,1,32,4,4,2013,2013,21,21,High
C15194,CITY4,1,0,0,Wednesday,127,WelcomeEmail,yes,NotApplicable,36,3,33,0,36,9,9,2011,2011,21,21,Low
C15196,CITY4,1,0,0,Friday,48,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,17,17,Low
C15219,CITY3,1,0,0,Monday,137,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,8,8,2013,2013,23,23,Medium
C15226,CITY2,0,0,0,Friday,95,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2009,2009,23,23,Low
C15233,CITY2,1,0,0,Thursday,390,WelcomeEmail,yes,NotApplicable,36,3,33,0,36,9,9,2013,2013,13,13,Low
C15240,CITY4,1,1,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,25,25,Low
C15242,CITY3,1,0,0,Tuesday,62,WelcomeEmail,yes,NotApplicable,39,5,34,4,35,9,9,2013,2013,28,28,Medium
C15251,CITY3,1,0,0,Tuesday,30,WelcomeEmail,yes,NotApplicable,25,4,21,3,22,11,11,2013,2013,11,11,Medium
C15259,CITY2,0,0,0,Tuesday,4,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2009,2009,13,13,Low
C15264,CITY3,1,0,0,Friday,35,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,8,8,Medium
C15266,CITY3,1,0,0,Saturday,30,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,28,28,Medium
C15270,CITY4,0,0,0,Friday,46,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2011,2011,28,28,Low
C15275,CITY2,0,0,0,Monday,51,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,5,5,2011,2011,13,13,Low
C15276,CITY2,0,0,0,Friday,113,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,5,5,2012,2012,18,18,Low
C15280,CITY4,1,0,0,Wednesday,32,WelcomeEmail,yes,NotApplicable,5,2,3,1,4,8,8,2013,2013,7,7,Low
C15281,CITY4,1,0,0,Thursday,113,WelcomeEmail,yes,NotApplicable,37,32,5,2,35,8,8,2013,2013,9,9,Low
C15282,CITY3,1,0,0,Saturday,51,WelcomeEmail,yes,NotApplicable,45,6,39,3,42,8,8,2013,2013,16,16,Medium
C15284,CITY4,1,1,0,Friday,51,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,31,31,Low
C15285,CITY3,1,0,0,Tuesday,52,WelcomeEmail,yes,NotApplicable,19,2,17,0,19,9,9,2013,2013,11,11,Medium
C15288,CITY1,1,0,0,Wednesday,37,WelcomeEmail,yes,NotApplicable,31,2,29,2,29,10,10,2013,2013,29,29,Medium
C15296,CITY2,1,0,0,Tuesday,752,WelcomeEmail,yes,NotApplicable,40,22,18,3,37,3,3,2009,2009,10,10,Low
C15300,CITY2,0,0,0,Wednesday,51,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,7,7,2011,2011,19,19,Low
C15301,CITY4,0,0,0,Monday,60,WelcomeEmail,yes,NotApplicable,37,15,22,3,34,10,10,2012,2012,27,27,Low
C15308,CITY2,0,0,0,Wednesday,25,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2010,2010,20,20,Low
C15322,CITY4,1,1,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,4,4,Low
C15327,CITY3,0,0,0,Saturday,76,WelcomeEmail,yes,NotApplicable,32,26,6,1,31,3,3,2013,2013,24,24,Medium
C15331,CITY4,1,0,0,Friday,70,WelcomeEmail,yes,NotApplicable,29,11,18,2,27,10,10,2013,2013,22,22,Low
C15332,CITY3,1,0,0,Wednesday,221,WelcomeEmail,yes,NotApplicable,7,7,0,4,3,9,9,2017,2017,25,25,Medium
C15335,CITY4,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,30,1,29,0,30,10,10,2017,2017,30,30,Low
C15339,CITY2,0,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,45,9,36,0,45,6,6,2013,2013,17,17,Low
C15342,CITY3,0,0,0,Saturday,97,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,8,8,2012,2012,28,28,Medium
C15346,CITY4,0,0,0,Wednesday,50,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,5,5,2017,2017,10,10,Low
C15352,CITY3,1,1,0,Thursday,35,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,30,30,Low
C15358,CITY1,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,29,10,19,5,24,11,11,2013,2013,9,9,Medium
C15361,CITY1,1,0,0,Tuesday,51,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,6,6,2013,2013,14,14,Medium
C15381,CITY3,1,0,1,Tuesday,181,WelcomeEmail,yes,NotApplicable,13,12,1,6,7,1,1,2014,2014,8,8,Medium
C15382,CITY4,0,0,0,Friday,537,WelcomeEmail,yes,NotApplicable,40,8,32,0,40,1,1,2012,2012,5,5,Low
C15394,CITY2,1,0,0,Wednesday,90,WelcomeEmail,yes,NotApplicable,8,3,5,1,7,8,8,2013,2013,7,7,Low
C15397,CITY4,0,1,0,Tuesday,11619,WelcomeEmail,yes,NotApplicable,66,31,35,13,53,4,4,2012,2012,15,15,Low
C15398,CITY4,1,0,0,Tuesday,255,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,5,5,2011,2011,22,22,Low
C15406,CITY4,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,12,12,Low
C15409,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,30,0,30,0,30,9,9,2013,2013,3,3,Low
C15415,CITY3,0,1,0,Wednesday,4245,WelcomeEmail,yes,NotApplicable,22,6,16,0,22,5,5,2013,2013,20,20,Low
C15416,CITY2,0,0,0,Friday,116,WelcomeEmail,yes,NotApplicable,19,2,17,2,17,3,3,2011,2011,31,31,Low
C15417,CITY2,1,1,0,Monday,4508,WelcomeEmail,yes,NotApplicable,59,25,34,5,54,3,3,2015,2015,18,18,Low
C15418,CITY1,1,0,0,Monday,30,WelcomeEmail,yes,NotApplicable,12,5,7,1,11,11,11,2017,2017,24,24,Medium
C15424,CITY3,1,0,0,Tuesday,1,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,21,21,Medium
C15426,CITY3,0,0,0,Wednesday,142,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,8,8,2012,2012,28,28,Medium
C15433,CITY4,0,0,0,Wednesday,59,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2011,2011,12,12,Low
C15434,CITY4,1,0,0,Tuesday,92,WelcomeEmail,yes,NotApplicable,36,17,19,0,36,6,6,2017,2017,23,23,Low
C15440,CITY3,0,0,0,Tuesday,189,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,3,3,2017,2017,10,10,Medium
C15445,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,29,10,19,0,29,10,10,2013,2013,2,2,Low
C15450,CITY2,1,0,0,Thursday,180,WelcomeEmail,yes,NotApplicable,47,0,47,0,47,3,3,2012,2012,8,8,Low
C15453,CITY2,0,0,0,Tuesday,1276,WelcomeEmail,yes,NotApplicable,32,31,1,11,21,11,11,2014,2014,23,23,Low
C15454,CITY4,1,0,0,Wednesday,64,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,10,10,Low
C15457,CITY4,0,1,0,Friday,182,WelcomeEmail,yes,NotApplicable,46,12,34,8,38,1,1,2015,2015,10,10,Low
C15461,CITY3,1,0,0,Wednesday,104,WelcomeEmail,yes,NotApplicable,35,3,32,1,34,10,10,2013,2013,16,16,Medium
C15465,CITY2,0,0,0,Monday,365,WelcomeEmail,yes,NotApplicable,37,23,14,1,36,5,5,2012,2012,15,15,Low
C15473,CITY4,1,0,0,Wednesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2017,2017,18,18,Low
C15480,CITY2,1,0,0,Monday,58,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,8,8,2013,2013,22,22,Low
C15483,CITY1,1,0,0,Thursday,35,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2018,2018,16,16,Medium
C15484,CITY2,1,0,0,Thursday,4543,WelcomeEmail,yes,NotApplicable,52,7,45,3,49,12,12,2011,2011,29,29,Low
C15487,CITY4,0,0,0,Friday,381,WelcomeEmail,yes,NotApplicable,46,8,38,3,43,3,3,2011,2011,6,6,Low
C15491,CITY3,1,1,0,Tuesday,96,WelcomeEmail,yes,NotApplicable,17,16,1,5,12,7,7,2011,2011,31,31,Low
C15492,CITY4,0,0,0,Tuesday,327,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,4,4,2011,2011,27,27,Low
C15495,CITY1,0,0,0,Thursday,91,WelcomeEmail,yes,NotApplicable,30,11,19,2,28,10,10,2017,2017,7,7,Medium
C15499,CITY4,1,0,0,Wednesday,430,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,5,5,2016,2016,31,31,Low
C15500,CITY3,1,0,0,Monday,51,WelcomeEmail,yes,NotApplicable,44,15,29,3,41,10,10,2017,2017,20,20,Medium
C15514,CITY2,0,0,0,Friday,537,WelcomeEmail,yes,NotApplicable,43,1,42,0,43,4,4,2010,2010,9,9,Low
C15518,CITY3,1,0,0,Monday,66,WelcomeEmail,yes,NotApplicable,24,24,0,7,17,9,9,2013,2013,19,19,Medium
C15520,CITY2,0,0,0,Monday,593,WelcomeEmail,yes,NotApplicable,41,17,24,1,40,2,2,2013,2013,25,25,Low
C15525,CITY3,1,0,0,Thursday,51,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,30,30,Low
C15527,CITY3,1,0,0,Tuesday,344,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,4,4,2013,2013,22,22,Medium
C15530,CITY2,1,0,0,Monday,3447,WelcomeEmail,yes,NotApplicable,47,0,47,0,47,9,9,2010,2010,14,14,Low
C15541,CITY2,0,0,0,Thursday,22,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,8,8,2013,2013,27,27,Low
C15546,CITY1,1,0,0,Saturday,144,WelcomeEmail,yes,NotApplicable,45,10,35,1,44,6,6,2013,2013,10,10,Medium
C15549,CITY4,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,19,19,Low
C15552,CITY2,1,0,0,Thursday,107,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,6,6,2012,2012,15,15,Low
C15557,CITY4,0,0,0,Monday,729,WelcomeEmail,yes,NotApplicable,44,18,26,1,43,2,2,2013,2013,26,26,Low
C15558,CITY4,0,0,0,Friday,161,WelcomeEmail,yes,NotApplicable,46,1,45,0,46,6,6,2012,2012,21,21,Low
C15565,CITY4,1,0,0,Friday,80,WelcomeEmail,yes,NotApplicable,38,6,32,4,34,8,8,2013,2013,2,2,Low
C15566,CITY4,0,0,0,Tuesday,53,WelcomeEmail,yes,NotApplicable,16,0,16,0,16,5,5,2011,2011,13,13,Low
C15568,CITY2,0,0,0,Friday,30,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2009,2009,10,10,Low
C15576,CITY2,0,0,0,Wednesday,626,WelcomeEmail,yes,NotApplicable,31,30,1,1,30,6,6,2012,2012,10,10,Low
C15580,CITY2,0,0,0,Monday,107,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2014,2014,21,21,Low
C15586,CITY4,1,0,0,Friday,219,WelcomeEmail,yes,NotApplicable,27,27,0,1,26,8,8,2013,2013,19,19,Low
C15599,CITY3,1,0,0,Thursday,76,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2017,2017,20,20,Low
C15603,CITY3,1,0,0,Monday,37,WelcomeEmail,yes,NotApplicable,40,4,36,1,39,8,8,2013,2013,2,2,Medium
C15607,CITY2,0,0,0,Monday,152,WelcomeEmail,yes,NotApplicable,29,29,0,0,29,5,5,2011,2011,13,13,Low
C15614,CITY3,1,0,0,Monday,109,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,6,6,2013,2013,23,23,Medium
C15619,CITY4,0,0,0,Thursday,73,WelcomeEmail,yes,NotApplicable,29,22,7,2,27,5,5,2011,2011,13,13,Low
C15624,CITY2,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,11,11,Low
C15626,CITY4,1,0,0,Friday,177,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2011,2011,7,7,Low
C15629,CITY4,1,0,0,Tuesday,74,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,14,14,Low
C15631,CITY2,1,0,0,Thursday,36,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,31,31,Low
C15634,CITY2,0,0,0,Wednesday,53,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,3,3,2013,2013,13,13,Low
C15636,CITY2,0,1,0,Monday,3062,WelcomeEmail,yes,NotApplicable,61,16,45,8,53,5,5,2013,2013,6,6,Low
C15640,CITY2,1,0,0,Friday,55,WelcomeEmail,yes,NotApplicable,35,1,34,1,34,9,9,2013,2013,23,23,Low
C15646,CITY3,1,0,0,Monday,98,WelcomeEmail,yes,NotApplicable,44,8,36,1,43,9,9,2013,2013,18,18,Medium
C15648,CITY2,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,18,18,Low
C15654,CITY4,1,0,0,Friday,40,WelcomeEmail,yes,NotApplicable,34,6,28,2,32,9,9,2013,2013,23,23,Low
C15659,CITY3,1,0,0,Wednesday,100,WelcomeEmail,yes,NotApplicable,42,10,32,1,41,6,6,2013,2013,3,3,Medium
C15663,CITY3,1,0,0,Monday,29,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,7,7,Medium
C15664,CITY4,1,1,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,11,11,2013,2013,10,10,Low
C15668,CITY3,1,0,0,Wednesday,133,WelcomeEmail,yes,NotApplicable,27,7,20,1,26,11,11,2013,2013,5,5,Medium
C15669,CITY3,0,0,0,Monday,413,WelcomeEmail,yes,NotApplicable,23,22,1,6,17,8,8,2016,2016,29,29,Medium
C15673,CITY4,1,0,0,Monday,210,WelcomeEmail,yes,NotApplicable,40,3,37,2,38,9,9,2017,2017,30,30,Low
C15678,CITY4,1,1,0,Monday,522,WelcomeEmail,yes,NotApplicable,56,16,40,6,50,12,12,2012,2012,16,16,Low
C15685,CITY4,0,0,0,Wednesday,24,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,3,3,2011,2011,25,25,Low
C15686,CITY4,1,0,0,Wednesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,17,17,Low
C15692,CITY2,0,0,0,Wednesday,166,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,6,6,2011,2011,15,15,Low
C15694,CITY3,1,0,0,Thursday,2,WelcomeEmail,yes,NotApplicable,36,3,33,1,35,10,10,2013,2013,31,31,Low
C15696,CITY4,1,0,0,Monday,2420,WelcomeEmail,yes,NotApplicable,44,11,33,0,44,1,1,2013,2013,8,8,Low
C15712,CITY1,1,0,0,Monday,50,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,13,13,Medium
C15714,CITY3,1,0,0,Wednesday,72,WelcomeEmail,yes,NotApplicable,33,15,18,2,31,10,10,2013,2013,22,22,Medium
C15715,CITY4,0,0,0,Wednesday,58,WelcomeEmail,yes,NotApplicable,16,0,16,0,16,10,10,2011,2011,30,30,Low
C15719,CITY4,0,0,0,Tuesday,49,WelcomeEmail,yes,NotApplicable,35,16,19,1,34,5,5,2016,2016,13,13,Low
C15724,CITY4,1,1,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2017,2017,3,3,Low
C15727,CITY4,0,0,0,Friday,88,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,7,7,2011,2011,27,27,Low
C15728,CITY2,0,0,0,Monday,822,WelcomeEmail,yes,NotApplicable,47,3,44,0,47,1,1,2014,2014,4,4,Low
C15735,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,16,16,Low
C15744,CITY4,1,0,0,Tuesday,89,WelcomeEmail,yes,NotApplicable,45,2,43,0,45,6,6,2013,2013,26,26,Low
C15747,CITY4,0,0,0,Tuesday,5,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,8,8,2010,2010,17,17,Low
C15760,CITY3,1,0,0,Tuesday,91,WelcomeEmail,yes,NotApplicable,28,4,24,0,28,6,6,2013,2013,3,3,Medium
C15764,CITY1,1,0,1,Friday,94,WelcomeEmail,yes,NotApplicable,12,10,2,6,6,1,1,2014,2014,6,6,Medium
C15767,CITY3,1,0,0,Tuesday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,13,13,Medium
C15772,CITY3,0,0,0,Wednesday,518,WelcomeEmail,yes,NotApplicable,1,1,0,1,0,1,1,2011,2011,26,26,Medium
C15779,CITY1,1,0,0,Saturday,35,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,21,21,Medium
C15781,CITY2,0,0,0,Tuesday,967,WelcomeEmail,yes,NotApplicable,47,3,44,1,46,6,6,2011,2011,2,2,Low
C15782,CITY3,1,1,1,Thursday,56,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,7,7,Low
C15793,CITY2,1,0,0,Thursday,55,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,2,2,Low
C15796,CITY4,1,0,0,Tuesday,90,WelcomeEmail,yes,NotApplicable,42,1,41,1,41,8,8,2013,2013,15,15,Low
C15808,CITY2,0,0,0,Wednesday,472,WelcomeEmail,yes,NotApplicable,47,2,45,1,46,3,3,2011,2011,26,26,Low
C15809,CITY4,1,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,12,12,2013,2013,9,9,Low
C15813,CITY3,1,1,0,Wednesday,246,WelcomeEmail,yes,NotApplicable,34,5,29,1,33,10,10,2013,2013,23,23,Low
C15817,CITY2,1,0,0,Friday,409,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,10,10,2013,2013,3,3,Low
C15818,CITY3,1,0,0,Friday,29,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,1,1,2014,2014,3,3,Medium
C15843,CITY2,0,0,0,Friday,41,WelcomeEmail,yes,NotApplicable,16,0,16,0,16,1,1,2010,2010,15,15,Low
C15849,CITY4,1,0,0,Monday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,19,19,Low
C15854,CITY2,0,0,0,Wednesday,1720,WelcomeEmail,yes,NotApplicable,35,32,3,2,33,8,8,2012,2012,18,18,Low
C15858,CITY4,1,0,0,Tuesday,149,WelcomeEmail,yes,NotApplicable,39,6,33,0,39,5,5,2013,2013,28,28,Low
C15860,CITY1,1,0,0,Saturday,29,WelcomeEmail,yes,NotApplicable,47,4,43,2,45,10,10,2013,2013,7,7,Medium
C15877,CITY4,0,0,0,Friday,30,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,7,7,2011,2011,28,28,Low
C15882,CITY4,1,0,0,Monday,75,WelcomeEmail,yes,NotApplicable,17,7,10,1,16,10,10,2013,2013,18,18,Low
C15883,CITY3,1,0,0,Tuesday,156,WelcomeEmail,yes,NotApplicable,45,0,45,0,45,8,8,2012,2012,28,28,Medium
C15890,CITY2,1,0,0,Thursday,55,WelcomeEmail,yes,NotApplicable,38,2,36,2,36,9,9,2013,2013,6,6,Low
C15897,CITY2,0,0,0,Tuesday,51,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,5,5,2011,2011,22,22,Low
C15901,CITY4,0,0,0,Thursday,155,WelcomeEmail,yes,NotApplicable,45,1,44,0,45,4,4,2011,2011,12,12,Low
C15904,CITY4,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,8,8,2013,2013,28,28,Low
C15922,CITY4,1,0,0,Thursday,41,WelcomeEmail,yes,NotApplicable,0,0,0,0,0,9,9,2013,2013,27,27,Low
C15925,CITY3,1,0,0,Tuesday,83,WelcomeEmail,yes,NotApplicable,24,2,22,1,23,9,9,2013,2013,28,28,Medium
